pid1,pid2
1237670965385494722,1237670965385494723
1237657192515043473,1237657192515043474
1237658422474703053,1237658422474703054
1237654031400566817,1237654031400566818
1237667734526886197,1237667734526886198
1237658611977683096,1237658611977683097
1237660241923538978,1237660241923538979
1237667736135336028,1237667736135336030
1237667539085689046,1237667539085689047
1237657192516616361,1237657192516616362
1237663458852078120,1237663458852078123
1237671123218203131,1237671123218203132
1237664817676484746,1237664817676484748
1237657071696412815,1237657071696412816
1237661957762842806,1237661957762842807
1237662236396093584,1237662236396093585
1237662193453760669,1237662193453760670
1237667254546006103,1237667254546006104
1237671763712671925,1237671763712671926
1237655370896900199,1237655370896900200
1237658492272115813,1237658492272115814
1237650369948680320,1237650369948680321
1237663782593888321,1237663782593888323
1237661387081384107,1237661387081384109
1237666301091381591,1237666301091381592
1237667211579621827,1237667211579621830
1237663783145374018,1237663783145374019
1237668272448012646,1237668272448012647
1237658611981549705,1237658611981549706
1237660765910008077,1237660765910008079
1237663784210792623,1237663784210792624
1237654879128649910,1237654879128649911
1237662224077226092,1237662224077226093
1237658425154994331,1237658425154994332
1237660239778087065,1237660239778087066
1237667442437914759,1237667442437914760
1237655473967333647,1237655473967333648
1237653587942441273,1237653587942441274
1237656906343252210,1237656906343252211
1237667324332343342,1237667324332343341
1237661358612611310,1237661358612611311
1237667549268148435,1237667549268213959
1237666339188441250,1237666339188441254
1237665440439336990,1237665440439336991
1237671764251246634,1237671764251246639
1237658424090493080,1237658424090493081
1237667429550194909,1237667429550194906
1237656536975212601,1237656536975212600
1237662239078154266,1237662239078154267
1237661851482914919,1237661851482914920
1237657612339052662,1237657612339052663
1237648704042106924,1237648704042106925
1237663783133839545,1237663783133839546
1237666227490586649,1237666227490586650
1237661137963254106,1237661137963254107
1237662194522128502,1237662194522128503
1237655473435509182,1237655473435509184
1237663443284525432,1237663443284525433
1237666408439677030,1237666408439677031
1237666338653012001,1237666338653012002
1237663278465286278,1237663278465286279
1237663457778729499,1237663457778729500
1237663456704856368,1237663456704856366
1237651191356588179,1237651191356588181
1237657221485625353,1237657221485559856
1237667736673976467,1237667736673976468
1237655465916104829,1237655465916104830
1237659904253165650,1237659904253165655
1237661871328526395,1237661871328526396
1237651737906381084,1237651737906381085
1237664106851991717,1237664106851991718
1237662306739617812,1237662306739617809
1237661353241411653,1237661353241411654
1237654605317013574,1237654605317013575
1237663238205014198,1237663238205014200
1237665442070921390,1237665442070921391
