pid1,pid2
1237648721245503520,1237648721245503521
1237665536006553850,1237665536006553849
1237660637070032988,1237660637070032989
1237668589722534078,1237668589722534074
1237654383053832211,1237654383053832213
1237660025031688391,1237660025031688392
1237667323796127885,1237667323796127886
1237661064950710579,1237661064950710580
1237668569858375931,1237668569858375932
1237661386003382392,1237661386003382395
1237663784200634427,1237663784200634428
1237665428091240506,1237665428091240507
1237661418748444829,1237661418748444830
1237671767461068978,1237671767461068979
1237663784201552093,1237663784201552094
1237665428639907983,1237665428639907984
1237659148848070861,1237659148848070862
1237665331457425465,1237665331457425466
1237663784215576679,1237663784215576680
1237667323250213040,1237667323250213041
1237654880192037003,1237654880192037004
1237661385991192650,1237661385991192651
1237667430100041893,1237667430100041894
1237671266569224424,1237671266569224422
1237668271362211975,1237668271362211976
1237664818753896461,1237664818753896463
1237661970649514074,1237661970649514076
1237648722828132508,1237648722828132509
1237665548893159714,1237665548893159717
1237657856072220895,1237657856072220894
1237664880490905715,1237664880490905716
1237678433254768870,1237678433254768871
1237660241925439591,1237660241925439593
1237661813878292585,1237661813878292586
1237663204921507909,1237663204921507910
1237661872399581380,1237661872399581381
1237663480335892528,1237663480335892532
1237663784201748513,1237663784201748514
1237662225137270912,1237662225137270913
1237667781223448829,1237667781223448830
1237661417138946061,1237661417138946062
1237665567685738679,1237665567685738681
1237663278465548519,1237663278465548518
1237661434848936281,1237661434848936282
1237668672938115205,1237668672938115206
1237665228378341528,1237665228378341526
1237648722832982102,1237648722832982104
1237655464316174509,1237655464316174510
1237660239778349182,1237660239778349183
1237653441374453924,1237653441374453925
1237666302164336940,1237645943974396134
1237654606946435082,1237654606946435084
1237667736133107729,1237667736133107730
1237663238740836610,1237663238740836612
1237656906344693927,1237656906344693928
1237671260130050224,1237671260129984806
1237657630057693292,1237657630057693294
1237654654173184068,1237654654173184071
1237658801497899151,1237658801497899152
1237658802570789012,1237658802570789013
1237652600110383327,1237652600110383328
1237664837540905092,1237664837540905093
1237667549804953704,1237667549804953705
1237658493334978693,1237658493334978694
1237663277928939620,1237663277928939622
1237663457239630524,1237663457239630525
1237667782273139013,1237667782273139012
1237663277929726253,1237663277929726252
1237657190902268058,1237657190902268059
1237653587946373201,1237653587946373202
1237661871330361452,1237661871330361453
1237663543683318057,1237663543683318058
1237649962460446899,1237649962460446901
1237665225691758697,1237665225691758698
1237667254009921654,1237667254009921656
1237680000914358380,1237680000914358381
1237664667900444798,1237664667900444799
1237660612900749323,1237660612900749325
1237663543683515332,1237663543683515333
1237648705127514249,1237648705127514250
1237662300839739724,1237662300839739723
1237654381983301877,1237654381983301878
1237648721764286689,1237648721764286690
1237648722844909728,1237648722844909729
1237663204920459470,1237663204920459471
1237664871900577858,1237664871900577859
1237663530788454515,1237663530788454516
1237668591340552201,1237668591340552202
1237655125005893703,1237655125005893704
1237657069549322381,1237657069549322382
1237660615584317555,1237660615584317556
1237659133284843796,1237659133284843797
1237662200436752504,1237662636375867758
1237663784742748248,1237663784742748249
1237664672715702355,1237664672715702356
1237671122690703370,1237671122690703371
1237652900774084812,1237652900774084813
1237661958833045702,1237661958833045704
1237662498390737019,1237662498390737020
1237665328779100316,1237665328779100317
1237651252024377492,1237651252024377493
1237671991340957830,1237671991340957829
1237657070089339021,1237657070089339022
1237661852020637780,1237661852020637784
1237666300016591063,1237666300016591065
1237666407380353179,1237666407380353180
1237655495979106559,1237655495979106560
1237655126619652269,1237655126619652270
1237664834854518934,1237664834854518935
1237660963472932915,1237660963472932916
1237660669282812044,1237660669282812045
1237654382514471111,1237654382514471112
1237654602643341501,1237654602643341502
1237661417136848933,1237661417136848934
1237661966886961237,1237661966886961238
1237667322724090031,1237667322724090032
1237661354316202094,1237661354316202095
1237666408458158160,1237666408458158161
1237657596224929817,1237657596224929823
1237666339725508756,1237666339725508757
1237665126930776184,1237665126930776185
1237663783133511779,1237663783133511780
1237657069548863524,1237657069548863526
1237671261734568233,1237671261734568234
1237661966886633584,1237661966886633585
1237661871863365774,1237661871863365775
1237661382778093715,1237661382778093716
1237667735061004476,1237667735061004477
1237654601020145676,1237654601020145677
1237667733989949671,1237667733989949676
1237657069547290793,1237657069547290794
1237663783122370706,1237663783122370707
1237668298209689711,1237668298209689712
1237645942905700478,1237645942905700479
1237663544215274045,1237663544215274046
1237663542611017995,1237663542611017994
1237659119877620173,1237659119877620174
1237663543679451528,1237663543679451529
1237650369414889770,1237650369414889772
1237654602102472873,1237654602102472871
1237657584950247519,1237657584950247518
1237661465449332967,1237661465449332968
1237650369951891631,1237650369951891630
1237662637982679364,1237662637982679365
1237667292110716971,1237667292110716972
1237654383587557618,1237654383587557619
1237667735570022617,1237667735570022618
1237663784208957738,1237663784208957739
1237673808116122327,1237673808116122329
1237678617974276230,1237678617974276231
1237666339724984453,1237666339724984454
1237651191357833291,1237651191357833292
1237658204513108020,1237658204513108025
1237657189836521714,1237657189836521715
1237660962399715564,1237660962399715565
1237656906342924298,1237656906342924299
1237666301093282045,1237666301093282044
1237671260669149479,1237671260669149480
1237665371717959846,1237665371717959847
1237663237129896553,1237663237129896554
1237663457239892220,1237663457239892222
1237661971721945220,1237661971721945221
1237655107837362315,1237655107837362316
1237664673796456487,1237664673796456488
1237660240312729681,1237660240312729682
1237661086415585604,1237661086415585607
1237665128554758318,1237665128554758319
1237660635460862149,1237660635460862150
1237648722830688509,1237648722830688510
1237661465448874212,1237661465448874214
1237651533335036071,1237651533335036072
1237660240314564806,1237660240314564807
1237651249892688066,1237651249892688067
1237661126153601231,1237661126153601232
1237667781774934219,1237667781774934220
1237661850946961508,1237661850946961509
1237651252018151484,1237651252018151487
1237658203431043234,1237658203431043232
1237664818755141739,1237664818755141740
1237657191979286606,1237657191979286607
1237658493895573621,1237658493895573623
1237658492802105528,1237658492802105529
1237662199360127314,1237662199360127316
1237651273510289469,1237651273510289470
1237666214069797008,1237666214069797009
1237654606946500779,1237654606946500781
1237662239090934051,1237662239090999404
1237666407381598382,1237666407381598383
1237661361836326966,1237661361836326967
1237658299529887896,1237658299529887897
1237667783923531788,1237667783923531789
1237666300553461927,1237666300553461928
1237660240313712760,1237660240313712761
1237668623551103255,1237668623551103256
1237661210970751139,1237661210970751141
1237657596225061187,1237657596225061188
1237667781743476846,1237667781743476835
1237660765374447859,1237660765374447860
1237657189834424668,1237657189834424669
1237652600635851575,1237652600635851576
1237663239272923278,1237663239272923279
1237671140946739451,1237671140946739452
1237666407917486242,1237666407917486243
1237666299479654568,1237666299479654569
1237662301375889684,1237662301375889685
1237657071158952092,1237657071158952094
1237666302168793509,1237666302168793510
1237648722854150416,1237648722854150417
1237657773930053883,1237657773930053884
1237658491206893690,1237658491206893691
1237648704579829892,1237648704579895311
1237661873481973888,1237661873481973889
1237678617408176316,1237678617408176318
1237670596016275636,1237670596016275637
1237657612341477426,1237657612341477428
1237660025031491809,1237660025031491810
1237662637979205863,1237662637979205864
1237657628437053654,1237657628437053655
1237652600111366327,1237652600111366328
1237654880208945194,1237654880208945198
1237651191886905701,1237651191886905702
1237658493884694680,1237658493884694681
1237667210513154760,1237667210513154761
1237661381704417396,1237661381704417397
1237665328778051710,1237665328778051711
1237667107427844519,1237667107427844520
1237662336792920257,1237662336792920258
1237664877807927453,1237664877807927454
1237667293196451876,1237667293196451895
1237663542609838642,1237663542609838643
1237667444045054021,1237667444045054022
1237662225666932750,1237662225666932751
1237650762394959890,1237650762394959891
1237648704597328218,1237648704597328219
1237657192517926989,1237657192517926990
1237661949178609846,1237661949178609847
1237662224596598804,1237662224596598805
1237648720710074554,1237648720710074546
1237652900228628609,1237652900228628610
1237657630043275573,1237657630043275574
1237673809727324633,1237673809727324639
1237663784209875220,1237663784209875221
1237656567582294307,1237656567582294308
1237667254000746605,1237667254000746603
1237663784742027280,1237663784742027281
1237661813885436021,1237661813885436022
1237663457242317184,1237663457242317185
1237661852536144027,1237661852536144026
1237662307271049407,1237662307271049408
1237651537630134424,1237651537630134425
1237668591335505957,1237668591335505958
1237664844510789756,1237664844510789757
1237648720145416348,1237648720145416349
1237658802031427718,1237658802031427719
1237655504034070591,1237655504034070593
1237668589187891387,1237668589187891388
1237662224593649799,1237662224593649800
1237662640659366214,1237662640659366216
1237664667352039631,1237664667352039632
1237652899698901155,1237652899698901156
1237655465384214778,1237655465384214780
1237666228063371544,1237666228063371545
1237664668976283698,1237664668976283699
1237662641194795213,1237662641194795215
1237659327092752463,1237659327092752464
1237664877803077714,1237664877803077715
1237667254013788269,1237667254013788270
1237658492805578908,1237658492805578909
1237663716018749709,1237663716018749708
1237656906354393114,1237656906354393115
1237657222560874676,1237657222560874678
1237654398080844024,1237654398080844025
1237657071159148683,1237657071159148684
1237660957031923771,1237660957031923772
1237658312940716190,1237658312940716191
1237670956254560305,1237670956254560308
1237666407365738724,1237666407365738725
1237663275775033598,1237663275775033599
1237656242243633333,1237656242243633334
1237667736133828618,1237667736133828619
1237674603753308588,1237674603753308589
1237651755074977898,1237651755074977899
1237654602104766574,1237654602104766575
1237662301358915760,1237662301358915761
1237668297140731988,1237668297140731990
1237655128770609598,1237655128770609599
1237662224054616155,1237662224054616156
1237660027202699446,1237660027202699451
1237655499737923724,1237655499737923725
1237666214607323405,1237666214607323406
1237662226218745913,1237662226218745914
1237654383051538674,1237654383051538675
1237678617409028408,1237678617409028409
1237657071696675169,1237657071696675171
1237651191358685232,1237651191358685233
1237666299481620654,1237666299481620655
1237660240314433647,1237660240314433648
1237667323791933645,1237667323791933646
1237667253996224541,1237667253996224542
1237678617400312242,1237678617400312243
1237651801769836701,1237651801769836703
1237673309354983737,1237673309354983735
1237668299280089194,1237668299280089196
1237657857148911724,1237657857148911725
1237660024494227719,1237660024494227720
1237659327109595609,1237659327109595610
1237661070324858899,1237661070324858902
1237678437018501277,1237678437018501278
1237667323258470524,1237667323258470516
1237667783929299179,1237667783929299180
1237667782311805111,1237667782311805112
1237663785284993216,1237663785284993217
1237671124306231473,1237671124306231474
1237658203429208169,1237658203429208170
1237661383844364543,1237661383844364546
1237671139869065539,1237671139869065540
1237662662672515192,1237662662672515191
1237668296603402285,1237668296603402286
1237663237129699462,1237663237129699463
1237667252917895553,1237667252917895554
1237663783126237343,1237663783126237345
1237654599956496504,1237654599956496505
1237678617404965113,1237678617404965114
1237661813348106331,1237661813348106332
1237657192520155241,1237657192520155242
1237667734508995361,1237667734508995362
1237663543148544212,1237663543148544213
1237654876435185786,1237654876435185787
1237655464312570105,1237655464312570104
1237667734523347112,1237667734523347114
1237664673252638737,1237664673252638738
1237671932820258894,1237671932820258897
1237655465923379358,1237655465923379359
1237662337328218420,1237662337328218421
1237658803108642889,1237658803108642891
1237662225667719378,1237662225667719380
1237657189836456083,1237657189836456085
1237655371442815048,1237655371442815049
1237663783136985126,1237663783136985125
1237659161203703962,1237659161203703963
1237665564997714246,1237665564997779740
1237654383585198141,1237654383585198142
1237667735056875699,1237667735056875700
1237662337332543708,1237662337332543709
1237662198275834030,1237662198275834031
1237657191444119714,1237657191444119704
1237654879116918958,1237654879116918959
1237665330919243882,1237665330919243884
1237668272436674636,1237668272436674638
1237662302971363472,1237662302971363473
1237663783659372667,1237663783659372668
1237658297918750871,1237658297918750872
1237678437017649391,1237678437017649393
1237666210341978624,1237666210341978625
1237671264425017510,1237671264425017511
1237665532798173325,1237665532798173323
1237655108910973027,1237655108910973028
1237664834851963165,1237664834851963167
1237666301627924604,1237666301627924605
1237648704601587781,1237648704601587782
1237667253453324693,1237667253453324694
1237664870820544677,1237664870820544678
1237661972253900918,1237661972253900919
1237657190370377751,1237657190370377752
1237671939798139114,1237671939798139115
1237662224627597657,1237662224627597658
1237662661607358704,1237662661607358705
1237657612340494451,1237657612340494452
1237657858218459262,1237657858218459261
1237659119862939753,1237659119862939754
1237662198826664572,1237662198826664573
1237661069791592617,1237661069791592618
1237661383313457370,1237661383313457371
1237662224621568098,1237662224621568099
1237673705577382341,1237673705577382346
1237667916494012508,1237667916494012509
1237654654172987704,1237654654172987705
1237651735766237377,1237651735766237378
1237652935104660104,1237652935104660105
1237662198279504027,1237662198279504029
1237662306202222803,1237662306202222806
1237667910592561272,1237667910592561274
1237655468062015892,1237655468062015891
1237661382233686267,1237661382233686268
1237661972259537090,1237661972259537092
1237673807580693064,1237673807580693069
1237663784200831188,1237663784200831189
1237663542608920720,1237663542608920721
1237663783664287898,1237663783664287900
1237662340554031612,1237662340554031601
1237661387069390993,1237661387069390994
1237661211507490839,1237661211507490841
1237661387065917559,1237661387065917563
1237673807580693161,1237673807580693162
1237657070088749284,1237657070088749285
1237658491207483622,1237658491207483623
1237661812275347597,1237661812275347598
1237657190908756117,1237657190908756118
1237663462605914241,1237663462605848846
1237665023833604160,1237665023833604161
1237663783668154443,1237663783668154444
1237665566082269200,1237665566082269201
1237662336253362386,1237662336253362387
1237663479793910258,1237663479793910259
1237663915728896337,1237663915728896338
1237662200438259995,1237662200438194786
1237664292076585192,1237664292076585193
1237662264859689152,1237662264859689153
1237656567585833094,1237656567585833097
1237663783131283514,1237663783131283515
1237667736133107731,1237667736133107730
1237658312404697215,1237658312404697216
1237663542607020466,1237663542607020465
1237654881276592165,1237654881276592166
1237667966957125678,1237667966957125688
1237648722320752744,1237648722320752743
1237660342861496486,1237660342861496487
1237678617437208673,1237678617437208674
1237659324417179983,1237659324417179984
1237663782589432032,1237663782589432033
1237666300555231410,1237666300555231409
1237663784216101142,1237663784216101143
1237678617973555530,1237678617973555531
1237655744023757129,1237655744023757130
1237678617934299995,1237678617934299998
1237661416068546746,1237661416068546747
1237658493875323085,1237658493875323084
1237663275777392799,1237663275777392798
1237657630585454873,1237657630585454874
1237655126093332665,1237655126093332666
1237667109037080679,1237667109037080682
1237662337335492971,1237662337335492972
1237651272977678448,1237651272977678449
1237667910069190795,1237667910069190796
1237657190902006055,1237657190902006056
1237665536003604663,1237665536003604664
1237661136887414804,1237661136887414805
1237654382516240489,1237654382516240490
1237660240312664283,1237660240312664284
1237658628620877994,1237658628620877995
1237667735032496259,1237667735032496257
1237678617432948942,1237678617432948887
1237666301095182535,1237666301095182536
1237657189817516083,1237657189817516085
1237678617434980465,1237678617434980464
1237663783124598931,1237663783124598932
1237663278463844515,1237663278463844516
1237657874331730047,1237657874331730048
1237662501088133537,1237662501088133544
1237667253991113163,1237667253991113164
1237662662143640013,1237662662143640015
1237657191980335267,1237657191980335266
1237664878877147259,1237664878877147261
1237666339726033171,1237666339726033172
1237662302987420049,1237662302987420050
1237657770710532294,1237657770710532295
1237662305662927305,1237662305662927306
1237648705127579837,1237648705127579838
1237657070090584269,1237657070090584268
1237663478723051754,1237663478723051755
1237666339727015946,1237666339727015947
1237667212115050866,1237667212115050867
1237661064415871165,1237661064415871164
1237666407380287654,1237666407380287655
1237667106890318061,1237667106890318062
1237657858219901060,1237657858219901061
1237658803108839625,1237658803108839626
1237668296595472401,1237668296595472400
1237653588484685929,1237653588484685931
1237668296598749499,1237668296598749500
1237665330927435873,1237665330927435875
1237658492271722687,1237658492271722688
1237663277929070602,1237663277929070603
1237664673252507816,1237664673252507818
1237668332568772828,1237668332568772829
1237666339190407300,1237666339190407301
1237663783678706012,1237663783678706011
1237668298204446938,1237668298204446939
1237662342166020248,1237662342166020249
1237668366389019005,1237668366389019006
1237663542606037255,1237663542606037256
1237661871338487971,1237661871338487972
1237651752415133892,1237651752415133893
1237655494372622494,1237655494372557047
1237663238205014198,1237663238205014199
1237657189835735145,1237657189835735146
1237671690690822327,1237671690690822328
1237668297681404181,1237668297681404184
1237648721229906128,1237648721229906129
1237666408440463524,1237666408440463525
1237664672176079036,1237664672176079037
1237670964843643383,1237670964843643384
1237663237128585284,1237663237128585285
1237663783674183846,1237663783674183847
1237663783123091654,1237663783123091653
1237663783680802920,1237663783680802925
1237680001450901690,1237680001450901689
1237668330964779453,1237668330964779454
1237654610141249558,1237654610141249560
1237656537516343374,1237656537516343375
1237660635990458505,1237660635990458506
1237663785277587650,1237663785277587652
1237668330953572404,1237668330953572405
1237667782317572108,1237667782317572109
1237663479258939417,1237663479258939419
1237659132751053024,1237659132751053025
1237665024363790417,1237665024363790418
1237665429163868289,1237665429163868290
1237678595930849471,1237678595930849472
1237670965918957796,1237670965918957793
1237657628439085287,1237657628439085288
1237671930671661260,1237671930671661261
1237666408438497561,1237666408438497563
1237667254015623320,1237667254015623321
1237662336792920258,1237662336792920257
1237670964313456852,1237670964313456853
1237662474230038823,1237662474230038822
1237651273509044336,1237651273509044337
1237663542609707303,1237663542609707304
1237665548903711282,1237665548903711283
1237666215143473454,1237666215143473455
1237665328771563577,1237665328771563579
1237661066016588133,1237661066016588134
1237654381974650958,1237654381974650959
1237657628437774574,1237657628437774575
1237667915957665832,1237667915957665835
1237657191443464495,1237657191443464496
1237666407921221763,1237666407921221762
1237652900758356105,1237652900758356106
1237652600643518490,1237652600643518491
1237665368507482227,1237665368507482228
1237678617434521779,1237678617434521780
1237662193447665730,1237662193447665731
1237648720165404809,1237648720165404810
1237654399154520123,1237654399154520124
1237662224058089529,1237662224058024149
1237667211042947212,1237667211042947215
1237652948530102436,1237652948530102437
1237674649921061067,1237674649921061068
1237651250968461337,1237651250968461338
1237663278465024129,1237663278465024130
1237662238011424907,1237662238011424908
1237667783382728843,1237667783382728844
1237666340797939792,1237666340797939793
1237651755076157621,1237651755076157622
1237667783883817113,1237667783883817114
1237668311631528044,1237668311631528043
1237661974936682597,1237661974936682598
1237649920044695687,1237649920044695688
1237666407366328401,1237666407366328402
1237660636002713767,1237660636002713768
1237661464915476777,1237661464915476778
1237653440840663085,1237653440840663086
1237663783135740026,1237663783135740027
1237665226766483525,1237665226766483526
1237663480336351450,1237663480336351451
1237671266035105933,1237671266035105939
1237661137961943201,1237661137961943202
1237662335180341316,1237662335180341327
1237661871325184085,1237661871325184086
1237651250964004981,1237651250964004982
1237654604782960859,1237654604782960860
1237665441512489036,1237665441512489035
1237668297668034619,1237668297668034621
1237658300058960028,1237658300058960029
1237657070091305135,1237657070091305134
1237659326018355482,1237659326018355483
1237660635463024649,1237660635463024652
1237661352706179107,1237661352706179108
1237663480332419192,1237663480332419193
1237667212136284360,1237667212136284359
1237663458316583483,1237663458316583482
1237657587096027387,1237657587096027389
1237665429713780966,1237665429713846350
1237662306739028240,1237662306739028241
1237653616938516591,1237653616938516592
1237663783664091337,1237663783664091338
1237655125019262990,1237655125019262992
1237666300558704780,1237666300558639269
1237668289617920221,1237668289617920222
1237665330918850709,1237665330918850711
1237655467524882635,1237655467524882643
1237655124479574215,1237655124479574216
1237666300555231409,1237666300555231410
1237667735596236956,1237667735596236957
1237663278464827429,1237663278464827431
1237658614126542877,1237658614126542878
1237659324944810090,1237659324944810091
1237661361294934153,1237661361294934154
1237661872936255679,1237661872936255680
1237665351321649250,1237665351321649251
1237665129609691245,1237665129609691246
1237648721230823541,1237648721230823542
1237663479261102417,1237663479261102418
1237654654175215835,1237654654175215837
1237667255615357094,1237667255615357095
1237661852536471628,1237661852536471629
1237664286168777267,1237664286168777268
1237657584950444143,1237657584950444145
1237663783123943546,1237663783123943547
1237665531723579489,1237665531723579490
1237655465920364786,1237655465920364787
1237657190907707635,1237657190907707631
1237659132206448648,1237659132206448651
1237671931208925416,1237671931208925417
1237656567583473821,1237656567583473822
1237665331455459378,1237665331455459379
1237657192517075134,1237657192517075135
1237663239272267876,1237663239272267877
1237667430629310597,1237667430629310598
1237663542609117199,1237663542609117200
1237667209974710300,1237667209974710301
1237652946379604015,1237652946379604014
1237664337713561728,1237664337713561730
1237662662146457811,1237662662146457812
1237663783663829257,1237663783663829258
1237674604289720412,1237674604289720420
1237658204507340929,1237658204507340930
1237654669739557181,1237654669739557182
1237666300018884694,1237666300018884692
1237663543140876807,1237663543140876809
1237663542610952467,1237663542610952468
1237666407921221762,1237666407921221763
1237662238016929797,1237662238016929798
1237666300553920613,1237666300553920614
1237678617434980464,1237678617434980465
1237663277928546507,1237663277928546508
1237663204920066130,1237663204920066131
1237662636912738791,1237662636912738788
1237661137960697867,1237661137960697870
1237663543696359544,1237663543696359545
1237655504032825752,1237655504032825753
1237663783144259951,1237663783144259952
1237648720148627653,1237648720148627652
1237661465993019818,1237661465993019819
1237663783132790880,1237663783132790881
1237655108377641014,1237655108377641015
1237660240313385134,1237660240313385135
1237667916494536845,1237667916494536846
1237663237129699506,1237663237129699507
1237663543687119060,1237663543687119061
1237670965919678755,1237670965919678756
1237668310556278950,1237668310556278955
1237660669810376989,1237660669810376990
1237665101673857160,1237665101673857159
1237671262267506768,1237671262267506767
1237667253455356213,1237667253455356214
1237666301093675376,1237666301093675377
1237665428645740689,1237665428645740686
1237661386008821951,1237661386008821948
1237658491732230331,1237658491732230332
1237657587097993341,1237657587097993343
1237661812274233471,1237661812274233472
1237663784204894216,1237663784204894215
1237660241385029806,1237660241385029810
1237662198280552769,1237662198280552768
1237661381704417417,1237661381704417418
1237661124540694682,1237661124540694683
1237661068172001505,1237661068172001506
1237654390570680602,1237654390570680603
1237680001451032752,1237680001451032753
1237661872934158422,1237661872934158421
1237666408458158163,1237666408458158161
1237661388678299883,1237661388678299881
1237674651535278276,1237674651535278279
1237659161200558305,1237659161200558306
1237661950253793437,1237661950253793438
1237661151377424586,1237661151377424587
1237666301092626859,1237666301092626860
1237657189833834697,1237657189833834698
1237678433254834393,1237678433254834394
1237665356696846411,1237665356696846414
1237666407362265311,1237666407362265312
